Question,Answer Disease,Answer Index,Number of Symptoms,llama38b_Answer,extracted,check
"A patient is presenting with the following symptoms: Back pain, Knee pain, Leg pain, Shoulder pain, Bones are painful, Leg cramps or spasms. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Depression 2) Adjustment reaction 3) Bone disorder 4) Female genitalia infection",Bone disorder,3,6,"3) Bone disorder
Explanation: The patient is presenting with symptoms of musculoskeletal pain, which is a common symptom",3,same
"A patient is presenting with the following symptoms: Back pain, Knee pain, Leg pain, Shoulder pain, Bones are painful, Leg cramps or spasms. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Female genitalia infection 2) Depression 3) Adjustment reaction 4) Bone disorder",Bone disorder,4,6,"4) Bone disorder
Explanation: The patient is presenting with widespread musculoskeletal pain, which is a common symptom of",4,same
"A patient is presenting with the following symptoms: Seizures, Headache, Abnormal involuntary movements, Disturbance of memory, Difficulty speaking, Lack of growth. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Epilepsy 2) Pulmonary hypertension 3) Corneal abrasion 4) White blood cell disease",Epilepsy,1,6,"1) Epilepsy
Explanation: The patient is presenting with seizures, which is a hallmark symptom of epilepsy. Additionally",1,same
"A patient is presenting with the following symptoms: Seizures, Headache, Abnormal involuntary movements, Disturbance of memory, Difficulty speaking, Lack of growth. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) White blood cell disease 2) Epilepsy 3) Corneal abrasion 4) Pulmonary hypertension",Epilepsy,2,6,"2) Epilepsy
Explanation: The patient is presenting with seizures, which is a hallmark symptom of epilepsy. Additionally",2,same
"A patient is presenting with the following symptoms: Seizures, Headache, Abnormal involuntary movements, Disturbance of memory, Difficulty speaking, Lack of growth. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Corneal abrasion 2) White blood cell disease 3) Epilepsy 4) Pulmonary hypertension",Epilepsy,3,6,"3) Epilepsy
Explanation: The patient is presenting with seizures, which is a hallmark symptom of epilepsy. Additionally",3,same
"A patient is presenting with the following symptoms: Seizures, Headache, Abnormal involuntary movements, Disturbance of memory, Difficulty speaking, Lack of growth. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) White blood cell disease 2) Pulmonary hypertension 3) Corneal abrasion 4) Epilepsy",Epilepsy,4,6,"4) Epilepsy
Explanation: The patient is presenting with seizures, which is a hallmark symptom of epilepsy. Additionally",4,same
"A patient is presenting with the following symptoms: Depressive or psychotic symptoms, Depression, Anxiety and nervousness, Hostile behavior, Insomnia, Excessive anger. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Personality disorder 2) Central retinal artery or vein occlusion 3) Prostatitis 4) Poisoning due to gas",Personality disorder,1,6,"1) Personality disorder
Explanation: The symptoms described, such as depressive or psychotic symptoms, anxiety, hostile behavior, insomnia",1,same
"A patient is presenting with the following symptoms: Depressive or psychotic symptoms, Depression, Anxiety and nervousness, Hostile behavior, Insomnia, Excessive anger. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Poisoning due to gas 2) Personality disorder 3) Central retinal artery or vein occlusion 4) Prostatitis",Personality disorder,2,6,"2) Personality disorder
Explanation: The symptoms described, such as depressive or psychotic symptoms, anxiety, hostile behavior, and",2,same
"A patient is presenting with the following symptoms: Depressive or psychotic symptoms, Depression, Anxiety and nervousness, Hostile behavior, Insomnia, Excessive anger. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Central retinal artery or vein occlusion 2) Poisoning due to gas 3) Personality disorder 4) Prostatitis",Personality disorder,3,6,"3) Personality disorder
Explanation: The symptoms described, such as depressive or psychotic symptoms, anxiety, hostile behavior, insomnia",3,same
"A patient is presenting with the following symptoms: Depressive or psychotic symptoms, Depression, Anxiety and nervousness, Hostile behavior, Insomnia, Excessive anger. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Central retinal artery or vein occlusion 2) Poisoning due to gas 3) Prostatitis 4) Personality disorder",Personality disorder,4,6,"4) Personality disorder
Explanation: The symptoms described, such as depressive or psychotic symptoms, anxiety, hostile behavior, insomnia",4,same
"A patient is presenting with the following symptoms: Skin rash, Back pain, Skin lesion, Itching of skin, Ache all over, Headache. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Shingles (herpes zoster) 2) Behcet disease 3) Corneal disorder 4) Myopia",Shingles (herpes zoster),1,6,1) Shingles (herpes zoster) 5) Psoriasis 6) Rheumatoid arthritis 7,1,same
"A patient is presenting with the following symptoms: Skin rash, Back pain, Skin lesion, Itching of skin, Ache all over, Headache. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Behcet disease 2) Shingles (herpes zoster) 3) Myopia 4) Corneal disorder",Shingles (herpes zoster),2,6,2) Shingles (herpes zoster) 5) Psoriasis 6) Rheumatoid arthritis 7,2,same
"A patient is presenting with the following symptoms: Skin rash, Back pain, Skin lesion, Itching of skin, Ache all over, Headache. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Corneal disorder 2) Behcet disease 3) Shingles (herpes zoster) 4) Myopia",Shingles (herpes zoster),3,6,3) Shingles (herpes zoster) 5) Psoriasis 6) Rheumatoid arthritis 7,3,same
"A patient is presenting with the following symptoms: Skin rash, Back pain, Skin lesion, Itching of skin, Ache all over, Headache. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Myopia 2) Corneal disorder 3) Behcet disease 4) Shingles (herpes zoster)",Shingles (herpes zoster),4,6,4) Shingles (herpes zoster)  #Shingles #HerpesZoster #Dermatology #,4,same
"A patient is presenting with the following symptoms: Abnormal involuntary movements, Depressive or psychotic symptoms, Headache, Allergic reaction, Drug abuse, Sleepiness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Tourette syndrome 2) Nerve impingement near the shoulder 3) Mononeuritis 4) Decubitus ulcer",Tourette syndrome,1,6,"1) Tourette syndrome
Explanation: The patient is presenting with abnormal involuntary movements, which is a hallmark symptom of Tou",1,same
"A patient is presenting with the following symptoms: Abnormal involuntary movements, Depressive or psychotic symptoms, Headache, Allergic reaction, Drug abuse, Sleepiness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Nerve impingement near the shoulder 2) Tourette syndrome 3) Decubitus ulcer 4) Mononeuritis",Tourette syndrome,2,6,"2) Tourette syndrome
Explanation: The patient's symptoms of abnormal involuntary movements, depressive or psychotic symptoms, and sleep",2,same
"A patient is presenting with the following symptoms: Abnormal involuntary movements, Depressive or psychotic symptoms, Headache, Allergic reaction, Drug abuse, Sleepiness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Mononeuritis 2) Nerve impingement near the shoulder 3) Tourette syndrome 4) Decubitus ulcer",Tourette syndrome,3,6,"3) Tourette syndrome
Explanation: The patient is presenting with abnormal involuntary movements, which is a hallmark symptom of Tou",3,same
"A patient is presenting with the following symptoms: Abnormal involuntary movements, Depressive or psychotic symptoms, Headache, Allergic reaction, Drug abuse, Sleepiness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Mononeuritis 2) Decubitus ulcer 3) Nerve impingement near the shoulder 4) Tourette syndrome",Tourette syndrome,4,6,"4) Tourette syndrome
Explanation: The patient is presenting with symptoms of abnormal involuntary movements, which is a hallmark of",4,same
"A patient is presenting with the following symptoms: Hip pain, Knee pain, Shoulder pain, Drug abuse, Bowlegged or knock-kneed, Shoulder stiffness or tightness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Avascular necrosis 2) Poisoning due to anticonvulsants 3) Pulmonary congestion 4) Pulmonary hypertension",Avascular necrosis,1,6,"2) Poisoning due to anticonvulsants
Explanation: The patient is presenting with polyarthralgia (",2,different
"A patient is presenting with the following symptoms: Hip pain, Knee pain, Shoulder pain, Drug abuse, Bowlegged or knock-kneed, Shoulder stiffness or tightness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pulmonary hypertension 2) Avascular necrosis 3) Pulmonary congestion 4) Poisoning due to anticonvulsants",Avascular necrosis,2,6,"2) Avascular necrosis
Explanation: Avascular necrosis is a condition where the bone tissue dies due to lack",2,same
"A patient is presenting with the following symptoms: Hip pain, Knee pain, Shoulder pain, Drug abuse, Bowlegged or knock-kneed, Shoulder stiffness or tightness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pulmonary hypertension 2) Poisoning due to anticonvulsants 3) Avascular necrosis 4) Pulmonary congestion",Avascular necrosis,3,6,"3) Avascular necrosis
Explanation: Avascular necrosis is a condition where the bone tissue dies due to lack",3,same
"A patient is presenting with the following symptoms: Hip pain, Knee pain, Shoulder pain, Drug abuse, Bowlegged or knock-kneed, Shoulder stiffness or tightness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pulmonary congestion 2) Pulmonary hypertension 3) Poisoning due to anticonvulsants 4) Avascular necrosis",Avascular necrosis,4,6,"4) Avascular necrosis
Explanation: Avascular necrosis is a condition where the bone tissue dies due to lack",4,same
"A patient is presenting with the following symptoms: Sore throat, Fever, Cough, Headache, Vomiting, Ear pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Strep throat 2) Neonatal jaundice 3) Hypothyroidism 4) Pterygium",Strep throat,1,6,"1) Strep throat
Explanation: The symptoms of sore throat, fever, cough, headache, vomiting, and ear",1,same
"A patient is presenting with the following symptoms: Sore throat, Fever, Cough, Headache, Vomiting, Ear pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Hypothyroidism 2) Strep throat 3) Neonatal jaundice 4) Pterygium",Strep throat,2,6,"2) Strep throat
Explanation: The symptoms of sore throat, fever, cough, headache, vomiting, and ear",2,same
"A patient is presenting with the following symptoms: Sore throat, Fever, Cough, Headache, Vomiting, Ear pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Neonatal jaundice 2) Hypothyroidism 3) Strep throat 4) Pterygium",Strep throat,3,6,"3) Strep throat
Explanation: The symptoms of sore throat, fever, cough, headache, vomiting, and ear",3,same
"A patient is presenting with the following symptoms: Sore throat, Fever, Cough, Headache, Vomiting, Ear pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Neonatal jaundice 2) Pterygium 3) Hypothyroidism 4) Strep throat",Strep throat,4,6,"4) Strep throat
Explanation: The symptoms of sore throat, fever, cough, headache, vomiting, and ear",4,same
"A patient is presenting with the following symptoms: Problems with movement, Dizziness, Abnormal involuntary movements, Skin rash, Fainting, Difficulty speaking. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Spinocerebellar ataxia 2) Polymyalgia rheumatica 3) Tooth disorder 4) Colorectal cancer",Spinocerebellar ataxia,1,6,"1) Spinocerebellar ataxia
Explanation: The symptoms described, such as problems with movement, d",1,same
"A patient is presenting with the following symptoms: Problems with movement, Dizziness, Abnormal involuntary movements, Skin rash, Fainting, Difficulty speaking. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Polymyalgia rheumatica 2) Spinocerebellar ataxia 3) Colorectal cancer 4) Tooth disorder",Spinocerebellar ataxia,2,6,"2) Spinocerebellar ataxia
Explanation: The symptoms described, such as problems with movement, d",2,same
"A patient is presenting with the following symptoms: Problems with movement, Dizziness, Abnormal involuntary movements, Skin rash, Fainting, Difficulty speaking. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Colorectal cancer 2) Polymyalgia rheumatica 3) Spinocerebellar ataxia 4) Tooth disorder",Spinocerebellar ataxia,3,6,"3) Spinocerebellar ataxia
Explanation: The symptoms described, such as problems with movement, d",3,same
"A patient is presenting with the following symptoms: Problems with movement, Dizziness, Abnormal involuntary movements, Skin rash, Fainting, Difficulty speaking. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Tooth disorder 2) Polymyalgia rheumatica 3) Colorectal cancer 4) Spinocerebellar ataxia",Spinocerebellar ataxia,4,6,"4) Spinocerebellar ataxia
Explanation: Spinocerebellar ataxia is a group",4,same
"A patient is presenting with the following symptoms: Skin lesion, Skin on leg or foot looks infected, Hand or finger pain, Hand or finger swelling, Difficulty speaking, Foot or toe swelling. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Osteomyelitis 2) Urethral stricture 3) Adhesive capsulitis of the shoulder 4) Pelvic organ prolapse",Osteomyelitis,1,6,"Osteomyelitis
Explanation: The symptoms of skin lesion, skin on leg or foot looks infected, hand or finger",,different
"A patient is presenting with the following symptoms: Skin lesion, Skin on leg or foot looks infected, Hand or finger pain, Hand or finger swelling, Difficulty speaking, Foot or toe swelling. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pelvic organ prolapse 2) Osteomyelitis 3) Urethral stricture 4) Adhesive capsulitis of the shoulder",Osteomyelitis,2,6,"2) Osteomyelitis
Explanation: The symptoms described, such as skin lesions, swelling, and pain in",2,same
"A patient is presenting with the following symptoms: Skin lesion, Skin on leg or foot looks infected, Hand or finger pain, Hand or finger swelling, Difficulty speaking, Foot or toe swelling. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Urethral stricture 2) Adhesive capsulitis of the shoulder 3) Osteomyelitis 4) Pelvic organ prolapse",Osteomyelitis,3,6,"3) Osteomyelitis
Explanation: The symptoms described, such as skin lesions, swelling, and pain in",3,same
"A patient is presenting with the following symptoms: Skin lesion, Skin on leg or foot looks infected, Hand or finger pain, Hand or finger swelling, Difficulty speaking, Foot or toe swelling. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pelvic organ prolapse 2) Adhesive capsulitis of the shoulder 3) Urethral stricture 4) Osteomyelitis",Osteomyelitis,4,6,"Osteomyelitis
Explanation: The symptoms of skin lesions, infection, pain, swelling in the hand or foot,",,different
"A patient is presenting with the following symptoms: Symptoms of eye, Diminished vision, Ache all over, Joint pain, Pain in eye, Peripheral edema. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Sjogren syndrome 2) Vaginal cyst 3) Depression 4) Croup",Sjogren syndrome,1,6,"1) Sjogren syndrome
Explanation: Sjogren syndrome is an autoimmune disorder that primarily affects the ex",1,same
"A patient is presenting with the following symptoms: Symptoms of eye, Diminished vision, Ache all over, Joint pain, Pain in eye, Peripheral edema. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Croup 2) Sjogren syndrome 3) Depression 4) Vaginal cyst",Sjogren syndrome,2,6,"2) Sjogren syndrome
Explanation: Sjogren syndrome is an autoimmune disorder that primarily affects the ex",2,same
"A patient is presenting with the following symptoms: Symptoms of eye, Diminished vision, Ache all over, Joint pain, Pain in eye, Peripheral edema. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Vaginal cyst 2) Croup 3) Sjogren syndrome 4) Depression",Sjogren syndrome,3,6,"3) Sjogren syndrome
Explanation: Sjogren syndrome is an autoimmune disorder that primarily affects the ex",3,same
"A patient is presenting with the following symptoms: Symptoms of eye, Diminished vision, Ache all over, Joint pain, Pain in eye, Peripheral edema. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Depression 2) Vaginal cyst 3) Croup 4) Sjogren syndrome",Sjogren syndrome,4,6,"4) Sjogren syndrome
Explanation: Sjogren syndrome is an autoimmune disorder that primarily affects the ex",4,same
"A patient is presenting with the following symptoms: Shoulder pain, Shoulder stiffness or tightness, Neck pain, Ache all over, Elbow pain, Arm pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Adhesive capsulitis of the shoulder 2) Flat feet 3) Bunion 4) Polycythemia vera",Adhesive capsulitis of the shoulder,1,6,"1) Adhesive capsulitis of the shoulder
Explanation: The symptoms of shoulder pain, stiffness or tightness,",1,same
"A patient is presenting with the following symptoms: Shoulder pain, Shoulder stiffness or tightness, Neck pain, Ache all over, Elbow pain, Arm pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Bunion 2) Adhesive capsulitis of the shoulder 3) Flat feet 4) Polycythemia vera",Adhesive capsulitis of the shoulder,2,6,"2) Adhesive capsulitis of the shoulder
Explanation: Adhesive capsulitis of the shoulder, also known",2,same
"A patient is presenting with the following symptoms: Shoulder pain, Shoulder stiffness or tightness, Neck pain, Ache all over, Elbow pain, Arm pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Polycythemia vera 2) Flat feet 3) Adhesive capsulitis of the shoulder 4) Bunion",Adhesive capsulitis of the shoulder,3,6,"3) Adhesive capsulitis of the shoulder
Explanation: Adhesive capsulitis of the shoulder, also known",3,same
"A patient is presenting with the following symptoms: Shoulder pain, Shoulder stiffness or tightness, Neck pain, Ache all over, Elbow pain, Arm pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Flat feet 2) Bunion 3) Polycythemia vera 4) Adhesive capsulitis of the shoulder",Adhesive capsulitis of the shoulder,4,6,"4) Adhesive capsulitis of the shoulder
Explanation: Adhesive capsulitis of the shoulder, also known",4,same
"A patient is presenting with the following symptoms: Sharp abdominal pain, Abusing alcohol, Drug abuse, Melena, Stomach bloating, Symptoms of the kidneys. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Viral hepatitis 2) Bursitis 3) Foreign body in the ear 4) Dumping syndrome",Viral hepatitis,1,6,"1) Viral hepatitis
Explanation: The patient is presenting with symptoms of abdominal pain, melena, and symptoms of",1,same
"A patient is presenting with the following symptoms: Sharp abdominal pain, Abusing alcohol, Drug abuse, Melena, Stomach bloating, Symptoms of the kidneys. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Foreign body in the ear 2) Viral hepatitis 3) Bursitis 4) Dumping syndrome",Viral hepatitis,2,6,"2) Viral hepatitis
Explanation: The patient is presenting with symptoms of abdominal pain, melena, and symptoms of",2,same
"A patient is presenting with the following symptoms: Sharp abdominal pain, Abusing alcohol, Drug abuse, Melena, Stomach bloating, Symptoms of the kidneys. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Dumping syndrome 2) Bursitis 3) Viral hepatitis 4) Foreign body in the ear",Viral hepatitis,3,6,"3) Viral hepatitis
Explanation: The patient's symptoms, including abdominal pain, melena, and symptoms of the",3,same
"A patient is presenting with the following symptoms: Sharp abdominal pain, Abusing alcohol, Drug abuse, Melena, Stomach bloating, Symptoms of the kidneys. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Dumping syndrome 2) Foreign body in the ear 3) Bursitis 4) Viral hepatitis",Viral hepatitis,4,6,"4) Viral hepatitis
Explanation: The patient's symptoms, such as abdominal pain, melena, and symptoms of",4,same
"A patient is presenting with the following symptoms: Swollen or red tonsils, Abnormal breathing sounds, Sore throat, Nasal congestion, Apnea, Cough. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Tonsillar hypertrophy 2) Dislocation of the elbow 3) Hydrocephalus 4) Injury of the ankle",Tonsillar hypertrophy,1,6,"1) Tonsillar hypertrophy
Explanation: The symptoms presented, such as swollen or red tonsils, sore",1,same
"A patient is presenting with the following symptoms: Swollen or red tonsils, Abnormal breathing sounds, Sore throat, Nasal congestion, Apnea, Cough. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Dislocation of the elbow 2) Tonsillar hypertrophy 3) Hydrocephalus 4) Injury of the ankle",Tonsillar hypertrophy,2,6,"2) Tonsillar hypertrophy
Explanation: The symptoms presented, such as swollen or red tonsils, sore",2,same
"A patient is presenting with the following symptoms: Swollen or red tonsils, Abnormal breathing sounds, Sore throat, Nasal congestion, Apnea, Cough. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Hydrocephalus 2) Dislocation of the elbow 3) Tonsillar hypertrophy 4) Injury of the ankle",Tonsillar hypertrophy,3,6,"3) Tonsillar hypertrophy
Explanation: The symptoms presented, such as swollen or red tonsils, sore",3,same
"A patient is presenting with the following symptoms: Swollen or red tonsils, Abnormal breathing sounds, Sore throat, Nasal congestion, Apnea, Cough. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Hydrocephalus 2) Dislocation of the elbow 3) Injury of the ankle 4) Tonsillar hypertrophy",Tonsillar hypertrophy,4,6,"4) Tonsillar hypertrophy
Explanation: The symptoms presented, such as swollen or red tonsils, sore",4,same
"A patient is presenting with the following symptoms: Sharp abdominal pain, Vomiting, Nausea, Burning abdominal pain, Sharp chest pain, Upper abdominal pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Gastritis 2) Corneal abrasion 3) Diabetes insipidus 4) Priapism",Gastritis,1,6,"1) Gastritis
Explanation: The patient is presenting with symptoms of abdominal pain, vomiting, and nausea, which",1,same
"A patient is presenting with the following symptoms: Sharp abdominal pain, Vomiting, Nausea, Burning abdominal pain, Sharp chest pain, Upper abdominal pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Priapism 2) Gastritis 3) Diabetes insipidus 4) Corneal abrasion",Gastritis,2,6,"2) Gastritis
Explanation: The patient is presenting with symptoms of abdominal pain, vomiting, and nausea, which",2,same
"A patient is presenting with the following symptoms: Sharp abdominal pain, Vomiting, Nausea, Burning abdominal pain, Sharp chest pain, Upper abdominal pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Corneal abrasion 2) Priapism 3) Gastritis 4) Diabetes insipidus",Gastritis,3,6,"3) Gastritis
Explanation: The patient is presenting with symptoms of abdominal pain, vomiting, and nausea, which",3,same
"A patient is presenting with the following symptoms: Sharp abdominal pain, Vomiting, Nausea, Burning abdominal pain, Sharp chest pain, Upper abdominal pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Diabetes insipidus 2) Corneal abrasion 3) Priapism 4) Gastritis",Gastritis,4,6,"4) Gastritis
Explanation: The patient is presenting with symptoms of abdominal pain, vomiting, and nausea, which",4,same
"A patient is presenting with the following symptoms: Skin lesion, Abnormal appearing skin, Skin moles, Skin growth, Skin dryness, peeling, scaliness, or roughness, Skin swelling. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Skin cancer 2) Open wound of the lip 3) Flu 4) Gallstone",Skin cancer,1,6,"1) Skin cancer
Explanation: The symptoms described, such as skin lesion, abnormal appearing skin, skin moles,",1,same
"A patient is presenting with the following symptoms: Skin lesion, Abnormal appearing skin, Skin moles, Skin growth, Skin dryness, peeling, scaliness, or roughness, Skin swelling. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Open wound of the lip 2) Skin cancer 3) Gallstone 4) Flu",Skin cancer,2,6,"2) Skin cancer
Explanation: The symptoms described, such as skin lesions, abnormal appearing skin, skin moles,",2,same
"A patient is presenting with the following symptoms: Skin lesion, Abnormal appearing skin, Skin moles, Skin growth, Skin dryness, peeling, scaliness, or roughness, Skin swelling. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Open wound of the lip 2) Flu 3) Skin cancer 4) Gallstone",Skin cancer,3,6,"3) Skin cancer
Explanation: The symptoms described, such as skin lesions, abnormal appearing skin, skin moles,",3,same
"A patient is presenting with the following symptoms: Skin lesion, Abnormal appearing skin, Skin moles, Skin growth, Skin dryness, peeling, scaliness, or roughness, Skin swelling. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Flu 2) Open wound of the lip 3) Gallstone 4) Skin cancer",Skin cancer,4,6,"4) Skin cancer
Explanation: The symptoms described, such as skin lesions, abnormal appearing skin, skin moles,",4,same
"A patient is presenting with the following symptoms: Itchiness of eye, Knee lump or mass, Bedwetting, Excessive growth, Pelvic pressure, Vulvar sore. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Rheumatic fever 2) Adrenal cancer 3) Lipoma 4) Spondylosis",Rheumatic fever,1,6,"2) Adrenal cancer
Explanation: The symptoms described, such as itchiness of the eye, knee lump or mass",2,different
"A patient is presenting with the following symptoms: Itchiness of eye, Knee lump or mass, Bedwetting, Excessive growth, Pelvic pressure, Vulvar sore. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Adrenal cancer 2) Rheumatic fever 3) Lipoma 4) Spondylosis",Rheumatic fever,2,6,"1) Adrenal cancer
Explanation: The symptoms described, such as itchiness of the eye, knee lump or mass",1,different
"A patient is presenting with the following symptoms: Itchiness of eye, Knee lump or mass, Bedwetting, Excessive growth, Pelvic pressure, Vulvar sore. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Adrenal cancer 2) Spondylosis 3) Rheumatic fever 4) Lipoma",Rheumatic fever,3,6,"1) Adrenal cancer
Explanation: The symptoms described, such as itchiness of the eye, knee lump or mass",1,different
"A patient is presenting with the following symptoms: Itchiness of eye, Knee lump or mass, Bedwetting, Excessive growth, Pelvic pressure, Vulvar sore. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Adrenal cancer 2) Lipoma 3) Spondylosis 4) Rheumatic fever",Rheumatic fever,4,6,"1) Adrenal cancer
Explanation: The symptoms mentioned, such as itchiness of eye, knee lump or mass,",1,different
"A patient is presenting with the following symptoms: Mouth ulcer, Fever, Sore throat, Mouth pain, Tongue lesions, Toothache. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Aphthous ulcer 2) Glaucoma 3) Tuberous sclerosis 4) Injury to the hand",Aphthous ulcer,1,6,"1) Aphthous ulcer
Explanation: Aphthous ulcer is a common condition characterized by recurring mouth ulcers,",1,same
"A patient is presenting with the following symptoms: Mouth ulcer, Fever, Sore throat, Mouth pain, Tongue lesions, Toothache. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Glaucoma 2) Aphthous ulcer 3) Injury to the hand 4) Tuberous sclerosis",Aphthous ulcer,2,6,"2) Aphthous ulcer
Explanation: Aphthous ulcer is a common condition characterized by recurring mouth ulcers,",2,same
"A patient is presenting with the following symptoms: Mouth ulcer, Fever, Sore throat, Mouth pain, Tongue lesions, Toothache. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Tuberous sclerosis 2) Glaucoma 3) Aphthous ulcer 4) Injury to the hand",Aphthous ulcer,3,6,"3) Aphthous ulcer
Explanation: Aphthous ulcer is a common condition characterized by recurring mouth ulcers,",3,same
"A patient is presenting with the following symptoms: Mouth ulcer, Fever, Sore throat, Mouth pain, Tongue lesions, Toothache. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Injury to the hand 2) Glaucoma 3) Tuberous sclerosis 4) Aphthous ulcer",Aphthous ulcer,4,6,"4) Aphthous ulcer
Explanation: Aphthous ulcer is a common condition characterized by recurring mouth ulcers,",4,same
"A patient is presenting with the following symptoms: Sore throat, Swollen or red tonsils, Abnormal breathing sounds, Nasal congestion, Throat feels tight, Redness in ear. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Tonsillitis 2) Lewy body dementia 3) Pemphigus 4) Trichomonas infection",Tonsillitis,1,6,"1) Tonsillitis
Explanation: The symptoms described, such as sore throat, swollen or red tonsils,",1,same
"A patient is presenting with the following symptoms: Sore throat, Swollen or red tonsils, Abnormal breathing sounds, Nasal congestion, Throat feels tight, Redness in ear. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pemphigus 2) Tonsillitis 3) Lewy body dementia 4) Trichomonas infection",Tonsillitis,2,6,"2) Tonsillitis
Explanation: The symptoms described, such as sore throat, swollen or red tonsils,",2,same
"A patient is presenting with the following symptoms: Sore throat, Swollen or red tonsils, Abnormal breathing sounds, Nasal congestion, Throat feels tight, Redness in ear. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pemphigus 2) Lewy body dementia 3) Tonsillitis 4) Trichomonas infection",Tonsillitis,3,6,"3) Tonsillitis
Explanation: The symptoms described, such as sore throat, swollen or red tonsils,",3,same
"A patient is presenting with the following symptoms: Sore throat, Swollen or red tonsils, Abnormal breathing sounds, Nasal congestion, Throat feels tight, Redness in ear. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pemphigus 2) Trichomonas infection 3) Lewy body dementia 4) Tonsillitis",Tonsillitis,4,6,"4) Tonsillitis
Explanation: The symptoms described, such as sore throat, swollen or red tonsils,",4,same
