Question,Answer Disease,Answer Index,Number of Symptoms
"A patient is presenting with the following symptoms: Sharp abdominal pain, Ache all over, Groin pain, Peripheral edema, Lump or mass of breast, Abnormal appearing skin. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Dislocation of the shoulder 2) Hematoma 3) Cushing syndrome 4) Multiple sclerosis",Hematoma,2,6
"A patient is presenting with the following symptoms: Sharp abdominal pain, Ache all over, Groin pain, Peripheral edema, Lump or mass of breast, Abnormal appearing skin. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Multiple sclerosis 2) Cushing syndrome 3) Hematoma 4) Dislocation of the shoulder",Hematoma,3,6
"A patient is presenting with the following symptoms: Sharp abdominal pain, Ache all over, Groin pain, Peripheral edema, Lump or mass of breast, Abnormal appearing skin. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Dislocation of the shoulder 2) Multiple sclerosis 3) Cushing syndrome 4) Hematoma",Hematoma,4,6
"A patient is presenting with the following symptoms: Involuntary urination, Knee lump or mass, Neck cramps or spasms, Excessive growth, Vulvar sore, Loss of sex drive. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Carcinoid syndrome 2) Acute otitis media 3) Alcohol intoxication 4) Decubitus ulcer",Carcinoid syndrome,1,6
"A patient is presenting with the following symptoms: Involuntary urination, Knee lump or mass, Neck cramps or spasms, Excessive growth, Vulvar sore, Loss of sex drive. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Decubitus ulcer 2) Carcinoid syndrome 3) Alcohol intoxication 4) Acute otitis media",Carcinoid syndrome,2,6
"A patient is presenting with the following symptoms: Involuntary urination, Knee lump or mass, Neck cramps or spasms, Excessive growth, Vulvar sore, Loss of sex drive. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Decubitus ulcer 2) Acute otitis media 3) Carcinoid syndrome 4) Alcohol intoxication",Carcinoid syndrome,3,6
"A patient is presenting with the following symptoms: Involuntary urination, Knee lump or mass, Neck cramps or spasms, Excessive growth, Vulvar sore, Loss of sex drive. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Acute otitis media 2) Alcohol intoxication 3) Decubitus ulcer 4) Carcinoid syndrome",Carcinoid syndrome,4,6
"A patient is presenting with the following symptoms: Headache, Abusing alcohol, Swelling, Bruising, A stiff neck, Bleeding (from your scalp, nose or ears). Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Open wound of the head 2) Vitreous degeneration 3) Dental caries 4) Actinic keratosis",Open wound of the head,1,6
"A patient is presenting with the following symptoms: Headache, Abusing alcohol, Swelling, Bruising, A stiff neck, Bleeding (from your scalp, nose or ears). Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Vitreous degeneration 2) Open wound of the head 3) Actinic keratosis 4) Dental caries",Open wound of the head,2,6
"A patient is presenting with the following symptoms: Headache, Abusing alcohol, Swelling, Bruising, A stiff neck, Bleeding (from your scalp, nose or ears). Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Actinic keratosis 2) Dental caries 3) Open wound of the head 4) Vitreous degeneration",Open wound of the head,3,6
"A patient is presenting with the following symptoms: Headache, Abusing alcohol, Swelling, Bruising, A stiff neck, Bleeding (from your scalp, nose or ears). Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Actinic keratosis 2) Dental caries 3) Vitreous degeneration 4) Open wound of the head",Open wound of the head,4,6
"A patient is presenting with the following symptoms: Skin lesion, Abnormal appearing skin, Skin moles, Skin growth, Skin dryness, peeling, scaliness, or roughness, Itching of skin. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Seborrheic keratosis 2) Testicular torsion 3) Fracture of the leg 4) Vesicoureteral reflux",Seborrheic keratosis,1,6
"A patient is presenting with the following symptoms: Skin lesion, Abnormal appearing skin, Skin moles, Skin growth, Skin dryness, peeling, scaliness, or roughness, Itching of skin. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Testicular torsion 2) Seborrheic keratosis 3) Vesicoureteral reflux 4) Fracture of the leg",Seborrheic keratosis,2,6
"A patient is presenting with the following symptoms: Skin lesion, Abnormal appearing skin, Skin moles, Skin growth, Skin dryness, peeling, scaliness, or roughness, Itching of skin. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Vesicoureteral reflux 2) Testicular torsion 3) Seborrheic keratosis 4) Fracture of the leg",Seborrheic keratosis,3,6
"A patient is presenting with the following symptoms: Skin lesion, Abnormal appearing skin, Skin moles, Skin growth, Skin dryness, peeling, scaliness, or roughness, Itching of skin. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Vesicoureteral reflux 2) Testicular torsion 3) Fracture of the leg 4) Seborrheic keratosis",Seborrheic keratosis,4,6
"A patient is presenting with the following symptoms: Knee pain, Headache, Hand or finger pain, Wrist pain, Elbow pain, Bleeding from ear. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Burn 2) Ischemia of the bowel 3) Pelvic inflammatory disease 4) Hammer toe",Burn,1,6
"A patient is presenting with the following symptoms: Knee pain, Headache, Hand or finger pain, Wrist pain, Elbow pain, Bleeding from ear. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pelvic inflammatory disease 2) Burn 3) Hammer toe 4) Ischemia of the bowel",Burn,2,6
"A patient is presenting with the following symptoms: Knee pain, Headache, Hand or finger pain, Wrist pain, Elbow pain, Bleeding from ear. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Hammer toe 2) Ischemia of the bowel 3) Burn 4) Pelvic inflammatory disease",Burn,3,6
"A patient is presenting with the following symptoms: Knee pain, Headache, Hand or finger pain, Wrist pain, Elbow pain, Bleeding from ear. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Hammer toe 2) Ischemia of the bowel 3) Pelvic inflammatory disease 4) Burn",Burn,4,6
"A patient is presenting with the following symptoms: Spotting or bleeding during pregnancy, Sharp abdominal pain, Pain during pregnancy, Cramps and spasms, Lower abdominal pain, Pelvic pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Spontaneous abortion 2) Atrial flutter 3) Marijuana abuse 4) Epilepsy",Spontaneous abortion,1,6
"A patient is presenting with the following symptoms: Spotting or bleeding during pregnancy, Sharp abdominal pain, Pain during pregnancy, Cramps and spasms, Lower abdominal pain, Pelvic pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Epilepsy 2) Spontaneous abortion 3) Marijuana abuse 4) Atrial flutter",Spontaneous abortion,2,6
"A patient is presenting with the following symptoms: Spotting or bleeding during pregnancy, Sharp abdominal pain, Pain during pregnancy, Cramps and spasms, Lower abdominal pain, Pelvic pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Atrial flutter 2) Epilepsy 3) Spontaneous abortion 4) Marijuana abuse",Spontaneous abortion,3,6
"A patient is presenting with the following symptoms: Spotting or bleeding during pregnancy, Sharp abdominal pain, Pain during pregnancy, Cramps and spasms, Lower abdominal pain, Pelvic pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Epilepsy 2) Atrial flutter 3) Marijuana abuse 4) Spontaneous abortion",Spontaneous abortion,4,6
"A patient is presenting with the following symptoms: Skin rash, Painful urination, Vaginal pain, Vaginal discharge, Pelvic pain, Skin lesion. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Genital herpes 2) Liver disease 3) Substance-related mental disorder 4) Abscess of the lung",Genital herpes,1,6
"A patient is presenting with the following symptoms: Skin rash, Painful urination, Vaginal pain, Vaginal discharge, Pelvic pain, Skin lesion. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Liver disease 2) Genital herpes 3) Abscess of the lung 4) Substance-related mental disorder",Genital herpes,2,6
"A patient is presenting with the following symptoms: Skin rash, Painful urination, Vaginal pain, Vaginal discharge, Pelvic pain, Skin lesion. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Abscess of the lung 2) Liver disease 3) Genital herpes 4) Substance-related mental disorder",Genital herpes,3,6
"A patient is presenting with the following symptoms: Skin rash, Painful urination, Vaginal pain, Vaginal discharge, Pelvic pain, Skin lesion. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Substance-related mental disorder 2) Abscess of the lung 3) Liver disease 4) Genital herpes",Genital herpes,4,6
"A patient is presenting with the following symptoms: Depression, Depressive or psychotic symptoms, Anxiety and nervousness, Excessive anger, Hostile behavior, Insomnia. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Adjustment reaction 2) Pneumothorax 3) Gout 4) Astigmatism",Adjustment reaction,1,6
"A patient is presenting with the following symptoms: Depression, Depressive or psychotic symptoms, Anxiety and nervousness, Excessive anger, Hostile behavior, Insomnia. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Gout 2) Adjustment reaction 3) Pneumothorax 4) Astigmatism",Adjustment reaction,2,6
"A patient is presenting with the following symptoms: Depression, Depressive or psychotic symptoms, Anxiety and nervousness, Excessive anger, Hostile behavior, Insomnia. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Astigmatism 2) Gout 3) Adjustment reaction 4) Pneumothorax",Adjustment reaction,3,6
"A patient is presenting with the following symptoms: Depression, Depressive or psychotic symptoms, Anxiety and nervousness, Excessive anger, Hostile behavior, Insomnia. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Astigmatism 2) Gout 3) Pneumothorax 4) Adjustment reaction",Adjustment reaction,4,6
"A patient is presenting with the following symptoms: Sharp abdominal pain, Upper abdominal pain, Nausea, Vomiting, Back pain, Burning abdominal pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Gallstone 2) Myocarditis 3) Urethral stricture 4) Melanoma",Gallstone,1,6
"A patient is presenting with the following symptoms: Sharp abdominal pain, Upper abdominal pain, Nausea, Vomiting, Back pain, Burning abdominal pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Urethral stricture 2) Gallstone 3) Melanoma 4) Myocarditis",Gallstone,2,6
"A patient is presenting with the following symptoms: Sharp abdominal pain, Upper abdominal pain, Nausea, Vomiting, Back pain, Burning abdominal pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Myocarditis 2) Urethral stricture 3) Gallstone 4) Melanoma",Gallstone,3,6
"A patient is presenting with the following symptoms: Sharp abdominal pain, Upper abdominal pain, Nausea, Vomiting, Back pain, Burning abdominal pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Urethral stricture 2) Melanoma 3) Myocarditis 4) Gallstone",Gallstone,4,6
"A patient is presenting with the following symptoms: Fatigue, Loss of sensation, Headache, Dizziness, Problems with movement, Weakness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Multiple sclerosis 2) Conjunctivitis 3) Zenker diverticulum 4) Diabetic retinopathy",Multiple sclerosis,1,6
"A patient is presenting with the following symptoms: Fatigue, Loss of sensation, Headache, Dizziness, Problems with movement, Weakness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Diabetic retinopathy 2) Multiple sclerosis 3) Conjunctivitis 4) Zenker diverticulum",Multiple sclerosis,2,6
"A patient is presenting with the following symptoms: Fatigue, Loss of sensation, Headache, Dizziness, Problems with movement, Weakness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Zenker diverticulum 2) Diabetic retinopathy 3) Multiple sclerosis 4) Conjunctivitis",Multiple sclerosis,3,6
"A patient is presenting with the following symptoms: Fatigue, Loss of sensation, Headache, Dizziness, Problems with movement, Weakness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Conjunctivitis 2) Zenker diverticulum 3) Diabetic retinopathy 4) Multiple sclerosis",Multiple sclerosis,4,6
"A patient is presenting with the following symptoms: Difficulty in swallowing, Sharp chest pain, Regurgitation, Low back pain, Sharp abdominal pain, Sore throat. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Zenker diverticulum 2) Bell palsy 3) Skin disorder 4) Alcohol abuse",Zenker diverticulum,1,6
"A patient is presenting with the following symptoms: Difficulty in swallowing, Sharp chest pain, Regurgitation, Low back pain, Sharp abdominal pain, Sore throat. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Bell palsy 2) Zenker diverticulum 3) Skin disorder 4) Alcohol abuse",Zenker diverticulum,2,6
"A patient is presenting with the following symptoms: Difficulty in swallowing, Sharp chest pain, Regurgitation, Low back pain, Sharp abdominal pain, Sore throat. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Bell palsy 2) Alcohol abuse 3) Zenker diverticulum 4) Skin disorder",Zenker diverticulum,3,6
"A patient is presenting with the following symptoms: Difficulty in swallowing, Sharp chest pain, Regurgitation, Low back pain, Sharp abdominal pain, Sore throat. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Alcohol abuse 2) Bell palsy 3) Skin disorder 4) Zenker diverticulum",Zenker diverticulum,4,6
"A patient is presenting with the following symptoms: Hip pain, Groin pain, Back pain, Leg pain, Ache all over, Side pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Fracture of the pelvis 2) Gum disease 3) Air embolism 4) Thyroid disease",Fracture of the pelvis,1,6
"A patient is presenting with the following symptoms: Hip pain, Groin pain, Back pain, Leg pain, Ache all over, Side pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Gum disease 2) Fracture of the pelvis 3) Air embolism 4) Thyroid disease",Fracture of the pelvis,2,6
"A patient is presenting with the following symptoms: Hip pain, Groin pain, Back pain, Leg pain, Ache all over, Side pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Air embolism 2) Thyroid disease 3) Fracture of the pelvis 4) Gum disease",Fracture of the pelvis,3,6
"A patient is presenting with the following symptoms: Hip pain, Groin pain, Back pain, Leg pain, Ache all over, Side pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Thyroid disease 2) Gum disease 3) Air embolism 4) Fracture of the pelvis",Fracture of the pelvis,4,6
"A patient is presenting with the following symptoms: Cough, Wheezing, Shortness of breath, Fever, Insomnia, Nasal congestion. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pneumoconiosis 2) Brachial neuritis 3) Ulcerative colitis 4) Intestinal disease",Pneumoconiosis,1,6
"A patient is presenting with the following symptoms: Cough, Wheezing, Shortness of breath, Fever, Insomnia, Nasal congestion. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Brachial neuritis 2) Pneumoconiosis 3) Ulcerative colitis 4) Intestinal disease",Pneumoconiosis,2,6
"A patient is presenting with the following symptoms: Cough, Wheezing, Shortness of breath, Fever, Insomnia, Nasal congestion. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Intestinal disease 2) Ulcerative colitis 3) Pneumoconiosis 4) Brachial neuritis",Pneumoconiosis,3,6
"A patient is presenting with the following symptoms: Cough, Wheezing, Shortness of breath, Fever, Insomnia, Nasal congestion. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Ulcerative colitis 2) Intestinal disease 3) Brachial neuritis 4) Pneumoconiosis",Pneumoconiosis,4,6
"A patient is presenting with the following symptoms: Sharp chest pain, Weight gain, Lymphedema, Smoking problems, Leg cramps or spasms, Fatigue. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Hyperlipidemia 2) Scoliosis 3) Congenital malformation syndrome 4) Itching of unknown cause",Hyperlipidemia,1,6
"A patient is presenting with the following symptoms: Sharp chest pain, Weight gain, Lymphedema, Smoking problems, Leg cramps or spasms, Fatigue. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Scoliosis 2) Hyperlipidemia 3) Itching of unknown cause 4) Congenital malformation syndrome",Hyperlipidemia,2,6
"A patient is presenting with the following symptoms: Sharp chest pain, Weight gain, Lymphedema, Smoking problems, Leg cramps or spasms, Fatigue. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Itching of unknown cause 2) Scoliosis 3) Hyperlipidemia 4) Congenital malformation syndrome",Hyperlipidemia,3,6
"A patient is presenting with the following symptoms: Sharp chest pain, Weight gain, Lymphedema, Smoking problems, Leg cramps or spasms, Fatigue. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Scoliosis 2) Congenital malformation syndrome 3) Itching of unknown cause 4) Hyperlipidemia",Hyperlipidemia,4,6
"A patient is presenting with the following symptoms: Diarrhea, Sharp abdominal pain, Blood in stool, Nausea, Vomiting, Burning abdominal pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Ulcerative colitis 2) Muscular dystrophy 3) Hemochromatosis 4) Wernicke Korsakoff syndrome",Ulcerative colitis,1,6
"A patient is presenting with the following symptoms: Diarrhea, Sharp abdominal pain, Blood in stool, Nausea, Vomiting, Burning abdominal pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Muscular dystrophy 2) Ulcerative colitis 3) Hemochromatosis 4) Wernicke Korsakoff syndrome",Ulcerative colitis,2,6
"A patient is presenting with the following symptoms: Diarrhea, Sharp abdominal pain, Blood in stool, Nausea, Vomiting, Burning abdominal pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Muscular dystrophy 2) Wernicke Korsakoff syndrome 3) Ulcerative colitis 4) Hemochromatosis",Ulcerative colitis,3,6
"A patient is presenting with the following symptoms: Diarrhea, Sharp abdominal pain, Blood in stool, Nausea, Vomiting, Burning abdominal pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Wernicke Korsakoff syndrome 2) Muscular dystrophy 3) Hemochromatosis 4) Ulcerative colitis",Ulcerative colitis,4,6
"A patient is presenting with the following symptoms: Penis redness, Swelling of scrotum, Pain in testicles, Mass in scrotum, Skin growth, Abnormal appearing skin. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Male genitalia infection 2) Anemia 3) Thoracic outlet syndrome 4) Irritable bowel syndrome",Male genitalia infection,1,6
"A patient is presenting with the following symptoms: Penis redness, Swelling of scrotum, Pain in testicles, Mass in scrotum, Skin growth, Abnormal appearing skin. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Thoracic outlet syndrome 2) Male genitalia infection 3) Anemia 4) Irritable bowel syndrome",Male genitalia infection,2,6
"A patient is presenting with the following symptoms: Penis redness, Swelling of scrotum, Pain in testicles, Mass in scrotum, Skin growth, Abnormal appearing skin. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Anemia 2) Irritable bowel syndrome 3) Male genitalia infection 4) Thoracic outlet syndrome",Male genitalia infection,3,6
"A patient is presenting with the following symptoms: Penis redness, Swelling of scrotum, Pain in testicles, Mass in scrotum, Skin growth, Abnormal appearing skin. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Anemia 2) Irritable bowel syndrome 3) Thoracic outlet syndrome 4) Male genitalia infection",Male genitalia infection,4,6
"A patient is presenting with the following symptoms: Warts, Frequent urination, Vaginal itching, Vaginal discharge, Joint pain, Hand or finger lump or mass. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) HPV 2) Colonic polyp 3) Fetal alcohol syndrome 4) Fibrocystic breast disease",HPV,1,6
"A patient is presenting with the following symptoms: Warts, Frequent urination, Vaginal itching, Vaginal discharge, Joint pain, Hand or finger lump or mass. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Fibrocystic breast disease 2) HPV 3) Fetal alcohol syndrome 4) Colonic polyp",HPV,2,6
"A patient is presenting with the following symptoms: Warts, Frequent urination, Vaginal itching, Vaginal discharge, Joint pain, Hand or finger lump or mass. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Fibrocystic breast disease 2) Colonic polyp 3) HPV 4) Fetal alcohol syndrome",HPV,3,6
"A patient is presenting with the following symptoms: Warts, Frequent urination, Vaginal itching, Vaginal discharge, Joint pain, Hand or finger lump or mass. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Colonic polyp 2) Fetal alcohol syndrome 3) Fibrocystic breast disease 4) HPV",HPV,4,6
"A patient is presenting with the following symptoms: Sharp chest pain, Shortness of breath, Chest tightness, Dizziness, Arm pain, Lower body pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Angina 2) Oral leukoplakia 3) Stress incontinence 4) Primary immunodeficiency",Angina,1,6
"A patient is presenting with the following symptoms: Sharp chest pain, Shortness of breath, Chest tightness, Dizziness, Arm pain, Lower body pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Stress incontinence 2) Angina 3) Oral leukoplakia 4) Primary immunodeficiency",Angina,2,6
"A patient is presenting with the following symptoms: Sharp chest pain, Shortness of breath, Chest tightness, Dizziness, Arm pain, Lower body pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Stress incontinence 2) Oral leukoplakia 3) Angina 4) Primary immunodeficiency",Angina,3,6
"A patient is presenting with the following symptoms: Sharp chest pain, Shortness of breath, Chest tightness, Dizziness, Arm pain, Lower body pain. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Oral leukoplakia 2) Primary immunodeficiency 3) Stress incontinence 4) Angina",Angina,4,6
"A patient is presenting with the following symptoms: Neck pain, Neck cramps or spasms, Back pain, Shoulder pain, Headache, Throat irritation. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Injury to the spinal cord 2) Impetigo 3) Skin pigmentation disorder 4) Esophageal varices",Injury to the spinal cord,1,6
"A patient is presenting with the following symptoms: Neck pain, Neck cramps or spasms, Back pain, Shoulder pain, Headache, Throat irritation. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Impetigo 2) Injury to the spinal cord 3) Skin pigmentation disorder 4) Esophageal varices",Injury to the spinal cord,2,6
"A patient is presenting with the following symptoms: Neck pain, Neck cramps or spasms, Back pain, Shoulder pain, Headache, Throat irritation. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Esophageal varices 2) Skin pigmentation disorder 3) Injury to the spinal cord 4) Impetigo",Injury to the spinal cord,3,6
"A patient is presenting with the following symptoms: Neck pain, Neck cramps or spasms, Back pain, Shoulder pain, Headache, Throat irritation. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Skin pigmentation disorder 2) Impetigo 3) Esophageal varices 4) Injury to the spinal cord",Injury to the spinal cord,4,6
"A patient is presenting with the following symptoms: Nasal congestion, Headache, Nosebleed, Painful sinuses, Cough, Difficulty breathing. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Nasal polyp 2) Diabetic retinopathy 3) Injury to the leg 4) Open wound of the shoulder",Nasal polyp,1,6
"A patient is presenting with the following symptoms: Nasal congestion, Headache, Nosebleed, Painful sinuses, Cough, Difficulty breathing. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Injury to the leg 2) Nasal polyp 3) Diabetic retinopathy 4) Open wound of the shoulder",Nasal polyp,2,6
"A patient is presenting with the following symptoms: Nasal congestion, Headache, Nosebleed, Painful sinuses, Cough, Difficulty breathing. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Injury to the leg 2) Diabetic retinopathy 3) Nasal polyp 4) Open wound of the shoulder",Nasal polyp,3,6
"A patient is presenting with the following symptoms: Nasal congestion, Headache, Nosebleed, Painful sinuses, Cough, Difficulty breathing. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Diabetic retinopathy 2) Open wound of the shoulder 3) Injury to the leg 4) Nasal polyp",Nasal polyp,4,6
"A patient is presenting with the following symptoms: Skin rash, Itching of skin, Skin lesion, Skin irritation, Acne or pimples, Vaginal itching. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Lichen simplex 2) Alcoholic liver disease 3) Acute bronchitis 4) Impulse control disorder",Lichen simplex,1,6
"A patient is presenting with the following symptoms: Skin rash, Itching of skin, Skin lesion, Skin irritation, Acne or pimples, Vaginal itching. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Impulse control disorder 2) Lichen simplex 3) Acute bronchitis 4) Alcoholic liver disease",Lichen simplex,2,6
"A patient is presenting with the following symptoms: Skin rash, Itching of skin, Skin lesion, Skin irritation, Acne or pimples, Vaginal itching. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Impulse control disorder 2) Alcoholic liver disease 3) Lichen simplex 4) Acute bronchitis",Lichen simplex,3,6
"A patient is presenting with the following symptoms: Skin rash, Itching of skin, Skin lesion, Skin irritation, Acne or pimples, Vaginal itching. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Alcoholic liver disease 2) Acute bronchitis 3) Impulse control disorder 4) Lichen simplex",Lichen simplex,4,6
"A patient is presenting with the following symptoms: Foreign body sensation in eye, Eyelid lesion or rash, Diminished vision, Symptoms of eye, Itchiness of eye, Pain in eye. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Trichiasis 2) Lateral epicondylitis (tennis elbow) 3) VACTERL syndrome 4) Rhabdomyolysis",Trichiasis,1,6
"A patient is presenting with the following symptoms: Foreign body sensation in eye, Eyelid lesion or rash, Diminished vision, Symptoms of eye, Itchiness of eye, Pain in eye. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Rhabdomyolysis 2) Trichiasis 3) Lateral epicondylitis (tennis elbow) 4) VACTERL syndrome",Trichiasis,2,6
"A patient is presenting with the following symptoms: Foreign body sensation in eye, Eyelid lesion or rash, Diminished vision, Symptoms of eye, Itchiness of eye, Pain in eye. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) VACTERL syndrome 2) Lateral epicondylitis (tennis elbow) 3) Trichiasis 4) Rhabdomyolysis",Trichiasis,3,6
"A patient is presenting with the following symptoms: Foreign body sensation in eye, Eyelid lesion or rash, Diminished vision, Symptoms of eye, Itchiness of eye, Pain in eye. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) VACTERL syndrome 2) Lateral epicondylitis (tennis elbow) 3) Rhabdomyolysis 4) Trichiasis",Trichiasis,4,6
"A patient is presenting with the following symptoms: Skin rash, Itching of skin, Swelling of scrotum, Skin lesion, Vomiting, Elbow weakness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Acariasis 2) Pain disorder affecting the neck 3) Fracture of the facial bones 4) Smoking or tobacco addiction",Acariasis,1,6
"A patient is presenting with the following symptoms: Skin rash, Itching of skin, Swelling of scrotum, Skin lesion, Vomiting, Elbow weakness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Fracture of the facial bones 2) Acariasis 3) Pain disorder affecting the neck 4) Smoking or tobacco addiction",Acariasis,2,6
"A patient is presenting with the following symptoms: Skin rash, Itching of skin, Swelling of scrotum, Skin lesion, Vomiting, Elbow weakness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pain disorder affecting the neck 2) Fracture of the facial bones 3) Acariasis 4) Smoking or tobacco addiction",Acariasis,3,6
"A patient is presenting with the following symptoms: Skin rash, Itching of skin, Swelling of scrotum, Skin lesion, Vomiting, Elbow weakness. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pain disorder affecting the neck 2) Smoking or tobacco addiction 3) Fracture of the facial bones 4) Acariasis",Acariasis,4,6
"A patient is presenting with the following symptoms: Sharp abdominal pain, Rectal bleeding, Blood in stool, Pain of the anus, Mass or swelling around the anus, Drainage in throat. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Colorectal cancer 2) Dislocation of the ankle 3) Pick disease 4) Encephalitis",Colorectal cancer,1,6
"A patient is presenting with the following symptoms: Sharp abdominal pain, Rectal bleeding, Blood in stool, Pain of the anus, Mass or swelling around the anus, Drainage in throat. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pick disease 2) Colorectal cancer 3) Dislocation of the ankle 4) Encephalitis",Colorectal cancer,2,6
"A patient is presenting with the following symptoms: Sharp abdominal pain, Rectal bleeding, Blood in stool, Pain of the anus, Mass or swelling around the anus, Drainage in throat. Based on these symptoms, which of the following diseases is the most likely diagnosis?
1) Pick disease 2) Dislocation of the ankle 3) Colorectal cancer 4) Encephalitis",Colorectal cancer,3,6
